BRAND,DNLA,SKU_NO,SEQNUM,SELL_POINT
Impact,N,541203,2,Spot Washable
Impact,N,541203,3,Looped Hem for Crossbar
Impact,N,541205,1,Rugged Muslin
Impact,N,541205,2,Spot Washable
Impact,N,541205,3,Looped Hem for Crossbar
Impact,N,541207,1,Rugged Muslin
Impact,N,541207,2,Spot Washable
Impact,N,541207,3,Looped Hem for Crossbar
Impact,N,541208,1,Spot Washable
Impact,N,541208,2,Strong Outer Frame
Impact,N,541208,3,Great for Stills or TV/Video Work
Impact,N,541209,1,Spot Washable
Impact,N,541209,2,Strong Outer Frame
Impact,N,541209,3,Great for Stills or TV/Video Work
Impact,N,541210,1,Spot Washable
Impact,N,541210,2,Strong Outer Frame
Impact,N,541210,3,Great for Stills or TV/Video Work
Impact,N,541213,1,Spot Washable
Impact,N,541213,2,Strong Outer Frame
Impact,N,541213,3,Great for Stills or TV/Video Work
Impact,N,551788,1,"7"" Grid Reflector, Sync Cord"
Impact,N,552425,1,Reversible
Impact,N,552426,1,Reversible
Impact,N,552427,1,Reversible
Impact,N,552429,1,Reversible
Impact,N,552430,1,Reversible
Impact,N,552431,1,Reversible
Impact,N,571441,1,5 x 7' Double-Sided Blue/Green
Impact,N,571441,2,Collapsible
Impact,N,571441,3,13' Boom Stand
Impact,N,571441,4,Clip Holders for Reflectors
Impact,N,571441,5,Spot Washable
Impact,N,572992,1,180 Total Fluorescent Watts
Impact,N,572992,2,Small Shooting Table
Impact,N,572992,3,2- VA-902 Fluorescent Flood Lights
Impact,N,572992,4,6- Fluorescent Bulbs
Impact,N,576179,1,Replacement Lamp
Impact,N,584387,1,90 Fluorescent Watts
Impact,N,584387,2,Impact VA902 Fluorescent Flood Light
Impact,N,584387,3,Desktop Shooting Table
Impact,N,584387,4,Impact Multiboom Stand
Impact,N,584387,5,Bulbs
Impact,N,584387,6,120 VAC
Impact,N,588797,1,"Fits Most 7"" Grid Reflectors"
Impact,N,588797,2,Provides Very Narrow Beam of Light
Impact,N,588798,1,"Fits Most 7"" Grid Reflectors"
Impact,N,588798,2,Provides Very Narrow Beam of Light
Impact,N,588799,1,"Fits Most 7"" Grid Reflectors"
Impact,N,588799,2,Provides Narrow Beam of Light
Impact,N,588800,1,"Fits Most 7"" Grid Reflectors"
Impact,N,588800,2,Narrows Beam of Light to 40 Degrees
Impact,N,591139,1,600 Total Watts
Impact,N,591139,2,Four-Leaf Barndoors
Impact,N,591139,3,Safety Glass
Impact,N,591139,4,Includes: Two Qualite Focus Floods
Impact,N,591139,5,"Two 33"" Translucent Umbrellas"
Impact,N,591139,6,Two 300W Bulbs
Impact,N,591139,7,Two Light Stands
Impact,N,594216,1,Chroma Green Cloth Background
Impact,N,594216,2,"Stands, 12' Crossbar"
Impact,N,610265,1,120V
Impact,N,610267,1,120V
Impact,N,610274,1,120V
Impact,N,610274,2,Lamp Life: App. 200 Hours
Impact,N,610276,1,"Photo, Video & Stage Apps"
Impact,N,610276,2,120V
Impact,N,610278,1,"Film, Stage & Photo Apps"
Impact,N,610278,2,120V
Impact,N,610280,1,"Stage, Studio and Photography Apps"
Impact,N,610280,2,120V
Impact,N,610282,1,"Stage, Film & Photo Apps"
Impact,N,610282,2,120V
Impact,N,610284,1,Model Lights
Impact,N,610284,2,Small Video Lights
Impact,N,610284,3,12V
Impact,N,610284,4,GY6.35 Base
Impact,N,610286,1,"Stage, Film & Photo Apps"
Impact,N,610286,2,120V
Impact,N,610288,1,120V
Impact,N,610290,1,"For Elmo, Kodak and other Projectors"
Impact,N,610290,2,MR-16 Reflector Lamp
Impact,N,610292,1,A.K.A. DYV or BHC
Impact,N,610294,1,G5.3 Base
Impact,N,610298,1,"For Photo, Medical & Dental Use"
Impact,N,610298,2,GY6.35 Base
Impact,N,610300,1,Stage and Film Applications
Impact,N,610300,2,BA15d Base
Impact,N,610302,1,Frosted
Impact,N,610302,2,2000 Hours Lamp Life
Impact,N,610302,3,2900 K
Impact,N,610304,1,Clear
Impact,N,610304,2,"Produces Approx. 28,000 Lumens"
Impact,N,610306,1,Projector Lamp
Impact,N,610306,2,GX5.3 Base
Impact,N,610308,1,R7s Base
Impact,N,610310,1,Halogen Bulb
Impact,N,610310,2,GY9.5 Base
Impact,N,610312,1,"Stage, Film & Photo Apps"
Impact,N,610312,2,120V
Impact,N,610314,1,"Stage, Film & Photo Apps"
Impact,N,610316,1,Frosted Halogen
Impact,N,610316,2,220-240V
Impact,N,610318,1,Compatible with Fresnel Fixtures
Impact,N,610318,2,Tungsten Halogen Lamp
Impact,N,610318,3,G22 Base
Impact,N,610321,1,Photo Lights and Projectors
Impact,N,610323,1,Clear Tungsten Bulb
Impact,N,610323,2,"For Photography, Film & Stage Apps"
Impact,N,610323,3,BA15d Base
Impact,N,610325,1,"Video, Medical & Dental Apps"
Impact,N,610325,2,G6.35 Base
Impact,N,610327,1,Photography & Stage Apps
Impact,N,610327,2,Base Type BA15d
Impact,N,610330,1,A.k.a. JCV120V-150WGB
Impact,N,610330,2,Base Type BA15d
Impact,N,610332,1,Base Type E11
Impact,N,610343,1,Film & Scientific Apps
Impact,N,610343,2,120V
Impact,N,610350,1,For Projectors & Enlargers
Impact,N,610350,2,GY5.3 Base
Impact,N,613610,1,Straight Cable
Impact,N,613614,1,Straight Cable
Impact,N,613627,1,Straight Cable
Impact,N,613628,1,Straight Cable
Impact,N,613637,1,Straight Cable
Impact,N,613640,1,Straight Cable
Impact,N,613642,1,Straight Cable
Impact,N,613643,1,Straight Cable
Impact,N,613653,1,Straight Cable
Impact,N,613655,1,Straight Cable
Impact,N,613656,1,Straight Cable
Impact,N,613658,1,Straight Cable
Impact,N,613661,1,For Triggering Flash Units
Impact,N,613662,1,For Triggering Flash Units
Impact,N,613663,1,Straight Cable
Impact,N,613664,1,Straight Cable
Impact,N,613666,1,Straight Cable
Impact,N,613667,1,Straight Cable
Impact,N,613975,1,"Compatible with PowerSync, PocketWizard, Bowens & Elinchrom Remote Control Systems"
Impact,N,613978,1,For PowerSync16 Remote Control
Impact,N,613979,1,For PowerSync Remote Control
Impact,N,613983,1,"Compatible with PowerSync, PocketWizard, Bowens & Elinchrom Remote Control Systems"
Impact,N,613984,1,"Compatible with PowerSync, PocketWizard, Bowens & Elinchrom Remote Control Systems"
Impact,N,613986,1,"Compatible with PowerSync, PocketWizard, Bowens & Elinchrom Remote Control Systems"
Impact,N,615141,1,1 Stop Diffusion
Impact,N,615141,2,"Snug Fit, Clean Catchlights"
Impact,N,615141,3,Stackable
Impact,N,615145,1,1 Stop Diffusion
Impact,N,615145,2,"Snug Fit, Clean Catchlights"
Impact,N,615145,3,Stackable
Impact,N,615152,1,"Also Fits 20 & 20.5"" Diffusers"
Impact,N,615152,2,1 Stop Diffusion
Impact,N,615152,3,"Snug Fit, Clean Catchlights"
Impact,N,615152,4,Stackable
Impact,N,615465,1,1 Stop Diffusion
Impact,N,615465,2,"Snug Fit, Clean Catchlights"
Impact,N,615465,3,Stackable
Impact,N,615466,1,1 Stop Diffusion
Impact,N,615466,2,"Snug Fit, Clean Catchlights"
Impact,N,615466,3,Stackable
Impact,N,621364,1,For Shoe-mount Flash
Impact,N,621364,2,Quick Setup
Impact,N,621364,3,"Folds Flat, Compact"
Impact,N,621364,4,Accepts Fabric Grids
Impact,N,621366,1,For Shoe-mount Flash
Impact,N,621366,2,Quick Setup
Impact,N,621366,3,"Folds Flat, Compact"
Impact,N,621366,4,Accepts Fabric Grids
Impact,N,632516,1,Three Grids to Reduce Light Spill
Impact,N,632516,2,Three Color Filters
Impact,N,632516,3,Neutral Filter to Reduce Light Output
Impact,N,633253,1,2x 300 Watt Floodlights
Impact,N,633253,2,"2x Umbrellas & Stands, 1x Boomstand"
Impact,N,633253,3,Chroma Green Collapsible Background
Impact,N,633253,4,Chroma Green Extraction Software
Impact,N,633253,5,720 Digital Backgrounds to Choose From
Impact,N,638599,1,600 Total Watts
Impact,N,638599,2,Four-Leaf Barndoors
Impact,N,638599,3,Safety Glass
Impact,N,638599,4,Includes: Two Qualite Focus Floods
Impact,N,638599,5,"Two Softboxes, with Mounting Rings"
Impact,N,638599,6,Two 300W Bulbs
Impact,N,638599,7,Two Light Stands
Impact,N,640402,1,2x 400W/s Monolights
Impact,N,640402,2,1x 100W/s Monolight Kit
Impact,N,640402,3,"1x 43"" White Translucent Umbrella"
Impact,N,640402,4,2x Air Cushioned 10' Stand
Impact,N,640402,5,1x PowerTrigger 16 Channel Remote Set
Impact,N,640402,6,1x Kit Bag
Impact,N,640408,1,2x 400W/s Monolights
Impact,N,640408,2,"2x Luxbanx Duo Softbox (26 x 26"")"
Impact,N,640408,3,2x Speed Rings
Impact,N,640408,4,2x Air Cushioned 10' Light Stand
Impact,N,640408,5,Light Kit Bag
Impact,N,640408,6,PowerTrigger 16 Channel Remote Set
Impact,N,640424,1,400W/s
Impact,N,640428,1,2x 400W/s
Impact,N,640431,1,2x 400W/s Monolight
Impact,N,640431,2,1x 100W/s Monolight Kit
Impact,N,640431,3,"2x Translucent Umbrellas. 43"""
Impact,N,640431,4,2x Air Cushioned 10' Stands
Impact,N,640431,5,1x Backlight Stand - 3'
Impact,N,640431,6,PowerTrigger 16 Channel Remote Set
Impact,N,640431,7,Kit Bag
Impact,N,640433,1,2x 400W/s
Impact,N,645021,1,400 Ws Replacement Flashtube
Impact,N,645021,2,User Replaceable
Impact,N,645021,3,Color Corrected
Impact,N,655090,1,For EX 100 Monolight
Impact,N,655090,2,User Replaceable
Impact,N,655090,3,100Ws
Impact,N,656152,1,Also Compatible with All Nikon Flashes
Impact,N,656152,2,Locking Universal Shoe Mount
Impact,N,656152,3,Umbrella Receptacle
Impact,N,656152,4,2 Adapter Studs
Impact,N,656152,5,Tilt and Swivel Action
Impact,N,659928,1,Mounts to Any On-Camera Flash
Impact,N,659928,2,Dish Reflector with 3 Interior Discs
Impact,N,659928,3,Three Grids
Impact,N,659928,4,Neutral Filter to Reduce Light Output
Impact,N,659928,5,Three Color Filters
Impact,N,659928,6,Snoot for Narrow Circle of Light
Impact,N,665617,1,Chroma Key Kit
Impact,N,665617,2,Two 100Ws Monolights
Impact,N,665617,3,Two Light Stands
Impact,N,665617,4,"Two 24x24"" Softboxes"
Impact,N,665617,5,One White Umbrella
Impact,N,665617,6,5x7' Chroma Green Screen Kit
Impact,N,665617,7,Chroma Key Software
Impact,N,665617,8,720 Digital Backgrounds to Choose From
Impact,N,665617,9,120VAC
Impact,N,675341,1,"Fits Most 7"" Grid Reflectors"
Impact,N,675341,2,"10, 20, 30, and 40 Degree Grids"
Impact,N,677465,1,"3,300K"
Impact,N,677465,2,Average Life: 200 Hours
Impact,N,677465,3,G5.3 Base
Impact,N,677468,1,GX6.35 Base
Impact,N,677468,2,T6 Shape
Impact,N,677468,3,300 Hour Average Lamp Life
Impact,N,677470,1,300W Quartz Halogen Reflector Lamp
Impact,N,677470,2,GY5.3 Base
Impact,N,677471,1,Halogen Low Voltage Bi-Pin
Impact,N,677471,2,Miniature 2-Pin Base - G5.3
Impact,N,677472,1,3200K
Impact,N,677472,2,G9.5 Base
Impact,N,677472,3,300 Hour Lamp Life
Impact,N,677473,1,Halogen Bi-Pin Lamp
Impact,N,677473,2,"3,200K"
Impact,N,677473,3,2-Pin Prefocus Base - GY9.5
Impact,N,677491,1,Quartz Halogen Reflector Lamp
Impact,N,677491,2,GX5.3 Base
Impact,N,682557,1,For Triggering Flash Units
Impact,N,682558,1,For Triggering Flash Units
Impact,N,682560,1,For Triggering Flash Units
Impact,N,682563,1,Straight Cable
Impact,N,682564,1,Straight Cable
Impact,N,682567,1,Straight Cable
Impact,N,682567,2,1.5' (0.45 m) Long
Impact,N,682568,1,Straight Cable
Impact,N,682568,2,6' (1.82 m) Long
Impact,N,682575,1,Straight Cable
Impact,N,682580,1,"18"" (45.7cm) Sync Cord"
Impact,N,682580,2,Straight
Impact,N,682580,3,Mini to Household
Impact,N,682585,1,Straight Cable
Impact,N,682586,1,3' (91.4cm) Sync Cord
Impact,N,682586,2,Straight
Impact,N,682586,3,Mini to Household
Impact,N,682587,1,10' (3m) Sync Cord
Impact,N,682587,2,Straight
Impact,N,682587,3,Mini to Household
Impact,N,685031,1,"Includes Transmitter, AC Receiver"
Impact,N,685031,2,Radio Remote Control
Impact,N,685031,3,"Effective to 590' Indoors, 200' Outdoors"
Impact,N,685031,4,Sync Up to 1/250s
Impact,N,685031,5,Transmitter Uses One 3V CR2450 Battery
Impact,N,685034,1,Radio Remote Control
Impact,N,685034,2,"Includes Transmitter, DC Receiver"
Impact,N,685034,3,"Effective to 590' Indoors, 200' Outdoors"
Impact,N,685034,4,Sync Up to 1/250 sec
Impact,N,685034,5,Transmitter Uses One 3V CR2450 Battery
Impact,N,685034,6,Receiver Uses 2 AA Batteries (Included)
Impact,N,685035,1,Radio Remote Control Transmitter
Impact,N,685035,2,"Effective to 590' Indoors, 200' Outdoors"
Impact,N,685035,3,Sync Up to 1/250s
Impact,N,685035,4,Works w/AC or DC Receiver
Impact,N,685035,5,Operates on One 3V CR2450 Battery
Impact,N,685035,6,Requires Separate Receiver
Impact,N,685036,1,Radio Remote Control Receiver
Impact,N,685036,2,"Effective to 590' Indoors, 200' Outdoors"
Impact,N,685036,3,Sync Up to 1/250s
Impact,N,685036,4,Works w/PowerSync16 Transmitter
Impact,N,685036,5,Operates on 100-240VAC
Impact,N,685036,6,Requires Transmitter - Avail. Separately
Impact,N,685037,1,Radio Remote Control Receiver
Impact,N,685037,2,"Effective to 590' Indoors, 200' Outdoors"
Impact,N,685037,3,Sync Up to 1/250s
Impact,N,685037,4,Works w/PowerSync16 Transmitter
Impact,N,685037,5,Operates on 2x AA Batteries
Impact,N,685037,6,Required Transmitter Avail. Separately
Impact,N,689585,1,For Triggering Flash Units
Impact,N,689614,1,"For Projectors, Enlargers, Lights"
Impact,N,689614,2,GY5.3 Base
Impact,N,689615,1,For Photo / Video Fixtures
Impact,N,689615,2,Also Known as EYH/FKT
Impact,N,689615,3,G5.3 Base
Impact,N,689616,1,Quartz Halogen Reflector Lamp
Impact,N,689616,2,GY5.3 Base
Impact,N,689619,1,A.k.a. H1-100
Impact,N,689619,2,"For Lowels ""i"" and ""id"" Lights"
Impact,N,689619,3,3050K
Impact,N,689619,4,P14.5s Base
Impact,N,689619,5,50 Hour Lamp Life
Impact,N,689621,1,3000K
Impact,N,689621,2,P14.5s Base (H1)
Impact,N,689621,3,150 Hour Lamp Life
Impact,N,695140,1,400W/s of Portable Power
Impact,N,695140,2,Digitally Controlled
Impact,N,695140,3,Bright LED Screen
Impact,N,695140,4,Quartz Modeling Light
Impact,N,695140,5,Optical Slave
Impact,N,695140,6,Stroboscopic Mode
Impact,N,695140,7,Full to 1/64 Power Control
Impact,N,695140,8,Full Manual Control
Impact,N,695140,9,Counter-balanced Stand Mount
Impact,N,695140,10,Light Stand/Umbrella Mount
Impact,N,695148,1,For Select Nikon/Canon/Quantum Flashes
Impact,N,695148,2,For Impact LiteTrek 4.0 Flash
Impact,N,695148,3,Rechargeable Lithium Ion Battery
Impact,N,695148,4,Battery Removable from Module
Impact,N,695148,5,Multi-Voltage Charger
Impact,N,695148,6,"Case, Strap"
Impact,N,695152,1,For Mini LiteTrek (LT) Battery Pack
Impact,N,695152,2,For Impact LiteTrek 4.0 Flash
Impact,N,695152,3,For Select Nikon/Canon/Quantum Flashes
Impact,N,695152,4,Rechargeable Lithium Ion Battery
Impact,N,695152,5,Multi-voltage
Impact,N,695167,1,100-240VAC
Impact,N,695264,1,User-Replaceable
Impact,N,695264,2,400W/s Flashtube
Impact,N,699025,1,6x 32W Edison Base Lamps
Impact,N,699025,2,"Soft, Even Light"
Impact,N,699025,3,"Ideal for Portraiture, Events"
Impact,N,699025,4,For Still Photo or Video
Impact,N,699025,5,Daylight Balance: 5000 - 5500K
Impact,N,699025,6,"5/8"" Stand Mount"
Impact,N,699025,7,"8,400 Lumens @ 3.3 Feet"
Impact,N,699025,8,"Quick Setup, Removable Baffle, Face"
Impact,N,699025,9,3 On/Off Switches Control 2 Lamps Each
Impact,N,699025,10,"Low Power Draw, Removable Reflector"
Impact,N,699030,1,9x 28W Lamps
Impact,N,699030,2,Ideal for Portraiture and Events
Impact,N,699030,3,For Still Photo or Video
Impact,N,699030,4,Daylight Balance: 5000 - 5500K
Impact,N,699030,5,"5/8"" Stand Mount"
Impact,N,699030,6,"12,600 Lumens @ 3.3 Feet"
Impact,N,699030,7,"Quick Setup, Removable Baffle, Face"
Impact,N,699030,8,5 On/Off Switches Control 1-9 Lamps
Impact,N,699030,9,"Low Power Draw, Removable Reflector"
Impact,N,736126,1,"Gold, Silver, Silver-Gold"
Impact,N,736126,2,"White, Translucent"
Impact,N,736126,3,"Chroma Green, Chroma Blue"
Impact,N,736126,4,Round Reflector
Impact,N,736128,1,"Gold, Silver, Silver-Gold"
Impact,N,736128,2,"White, Translucent"
Impact,N,736128,3,"Chroma Green, Chroma Blue"
Impact,N,736128,4,Round Reflector
Impact,N,736129,1,"Gold, Silver, Silver-Gold"
Impact,N,736129,2,"White, Translucent"
Impact,N,736129,3,"Chroma Green, Chroma Blue"
Impact,N,736129,4,Collapsible Design
Impact,N,736129,5,"42 x 72"" Rectangular Reflector"
Impact,N,736131,1,"Gold, Silver, Silver-Gold"
Impact,N,736131,2,"White, Translucent"
Impact,N,736131,3,"Chroma Green, Chroma Blue"
Impact,N,736131,4,Round Reflector
Impact,N,748175,1,1000 Total Watts
Impact,N,748175,2,"Two 12"" Reflectors, Sockets"
Impact,N,748175,3,Two 500W Daylight Bulbs
Impact,N,748175,4,Two 6' Light Stands
Impact,N,748175,5,120VAC
Impact,N,755346,1,For Quartz Halogen or Incandescent Lamps
Impact,N,755346,2,Lightweight Construction
Impact,N,755346,3,Sliding Hand or Footswitch Rheostat
Impact,N,755346,4,US 3-Prong Wall Plug and Input
Impact,N,757084,1,Holds Filter in Front of Light
Impact,N,760136,1,For Bulbs up to 500W
Impact,N,760136,2,E26 (Edison) Base
Impact,N,760136,3,Inline Switch
Impact,N,760136,4,Stay-cool Handle
Impact,N,760136,5,Ceramic Socket
Impact,N,760136,6,Built-in Umbrella Mount
Impact,N,760136,7,Compatible with Screw-on Reflectors
Impact,N,761602,1,9.5' Air-cushioned Light Stand
Impact,N,761602,2,9x 27-32W Edison Base Lamps
Impact,N,761602,3,"Ideal for Portraiture, Events"
Impact,N,761602,4,For Still Photo or Video
Impact,N,761602,5,Daylight Balance: 5000 - 5500K
Impact,N,761602,6,"5/8"" Stand Mount"
Impact,N,761602,7,"12,600 Lumens @ 3.3 Feet"
Impact,N,761602,8,"Quick Setup, Removable Baffle, Face"
Impact,N,761602,9,5 On/Off Switches Control 1-9 Lamps
Impact,N,761602,10,"Low Power Draw, Removable Reflector"
Impact,N,761605,1,Two 9.5' Air-cushioned Light Stands
Impact,N,761605,2,18x 27-32W Lamps (9 Per Head)
Impact,N,761605,3,2 Light Fixtures
Impact,N,761605,4,For Still Photo or Video
Impact,N,761605,5,Daylight Balance: 5000 - 5500K
Impact,N,761605,6,"5/8"" Stand Mount"
Impact,N,761605,7,"12,600 Lumens @ 3.3 Feet"
Impact,N,761605,8,"Quick Setup, Removable Baffle, Face"
Impact,N,761605,9,5 On/Off Switches Control 1-9 Lamps
Impact,N,761605,10,"Low Power Draw, Removable Reflector"
Impact,N,761641,1,12x 27-32W Edison Base Lamps
Impact,N,761641,2,2- Fluorescent Fixtures
Impact,N,761641,3,"Ideal for Portraiture, Events"
Impact,N,761641,4,For Still Photo or Video
Impact,N,761641,5,Daylight Balance: 5000 - 5500K
Impact,N,761641,6,"5/8"" Stand Mount, 9.5' AC Stand (x2)"
Impact,N,761641,7,"8,400 Lumens @ 3.3 Feet"
Impact,N,761641,8,"Quick Setup, Removable Baffle, Face"
Impact,N,761641,9,3 On/Off Switches Control 2 Lamps Each
Impact,N,761641,10,"Low Power Draw, Removable Reflector"
Impact,N,761643,1,6x 28W Edison Base Lamps
Impact,N,761643,2,"Soft, Even Light"
Impact,N,761643,3,"Ideal for Portraiture, Events"
Impact,N,761643,4,For Still Photo or Video
Impact,N,761643,5,Daylight Balance: 5000 - 5500K
Impact,N,761643,6,"5/8"" Stand Mount, 9.5' AC Stand"
Impact,N,761643,7,"8,400 Lumens @ 3.3 Feet"
Impact,N,761643,8,"Quick Setup, Removable Baffle, Face"
Impact,N,761643,9,3 On/Off Switches Control 2 Lamps Each
Impact,N,761643,10,"Low Power Draw, Removable Reflector"
Impact,N,763864,1,For Nikon and Quantum Flashes
Impact,N,763864,2,For Impact LiteTrek 4.0 Flash
Impact,N,763864,3,Rechargeable Lithium Ion Battery
Impact,N,763864,4,Battery Removable from Module
Impact,N,763864,5,Multi-Voltage Charger
Impact,N,763864,6,"Case, Strap"
Impact,N,763864,7,2 Flash Outlets
Impact,N,763865,1,For Select Canon and Quantum Flashes
Impact,N,763865,2,For Impact LiteTrek 4.0 Flash
Impact,N,763865,3,Rechargeable Lithium Ion Battery
Impact,N,763865,4,Battery Removable from Module
Impact,N,763865,5,Multi-Voltage Charger
Impact,N,763865,6,"Case, Strap"
Impact,N,763865,7,2 Flash Outlets
Impact,N,766494,1,For Three Monolights/Reflectors
Impact,N,766494,2,Holds Four Light Stands/Umbrellas
Impact,N,766494,3,Three Mesh Zippered Accessory Pockets
Impact,N,766494,4,"Padded, Water-Resistant Soft Nylon"
Impact,N,766494,5,Six Touch Fastened Internal Dividers
Impact,N,766494,6,Two Top Carry Handles
Impact,N,766494,7,Handles Convert to Shoulder Straps
Impact,N,766494,8,Dual Zippered Closure
Impact,N,766494,9,Three Rubber Feet for Ground Protection
Impact,N,766494,10,Accepts User-Supplied Lock
Impact,N,816259,1,Suitable for Video / Still Photography
Impact,N,816259,2,100% High-Quality Cotton Material
Impact,N,816259,3,Helps Absorb Light/Minimizes Reflections
Impact,N,816259,4,Seamless / One-Piece Fabric
Impact,N,816259,5,Five Eyelets on Top for Hanging
Impact,N,816259,6,"4"" Rod Pocket"
Impact,N,816259,7,Machine Washable / Cold Water
Impact,N,816259,8,Includes Carry Bag
Impact,N,816264,1,Suitable for Video / Still Photography
Impact,N,816264,2,100% High-Quality Cotton Material
Impact,N,816264,3,Helps Absorb Light/Minimizes Reflections
Impact,N,816264,4,Seamless / One-Piece Fabric
Impact,N,816264,5,Five Eyelets on Top for Hanging
Impact,N,816264,6,"4"" Rod Pocket"
Impact,N,816264,7,Machine Washable / Cold Water
Impact,N,816264,8,Includes Carry Bag
Impact,N,816266,1,Suitable for Video / Still Photography
Impact,N,816266,2,100% High-Quality Cotton Material
Impact,N,816266,3,Helps Absorb Light/Minimizes Reflections
Impact,N,816266,4,Seamless / One-Piece Fabric
Impact,N,816266,5,Five Eyelets on Top for Hanging
Impact,N,816266,6,"4"" Rod Pocket"
Impact,N,816266,7,Machine Washable / Cold Water
Impact,N,816266,8,Includes Carry Bag
Impact,N,816272,1,Suitable for Video / Still Photography
Impact,N,816272,2,Blended Pattern of Grays
Impact,N,816272,3,100% High-Quality Cotton Material
Impact,N,816272,4,Helps Absorb Light/Minimizes Reflections
Impact,N,816272,5,Seamless / One-Piece Fabric
Impact,N,816272,6,Five Eyelets on Top for Hanging
Impact,N,816272,7,"4"" Rod Pocket on Top"
Impact,N,816272,8,Machine Washable / Cold Water
Impact,N,816272,9,Includes Carry Bag
Impact,N,816321,1,Two-Sided Color for Flexibility of Use
Impact,N,816321,2,Suitable for Video / Still Photography
Impact,N,816321,3,100% High-Quality Cotton Material
Impact,N,816321,4,Helps Absorb Light/Minimizes Reflections
Impact,N,816321,5,Seamless / One-Piece Fabric
