BRAND,DNLA,SKU_NO,SEQNUM,INCLUDES,INCLUDES_RAW,INCLUDED_QTY,LINK_SKU
Impact,N,1161035,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1161036,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1161037,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1166160,1,Nylon Carrying Bag,Nylon Carrying Bag,1,
Impact,N,1166160,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1166161,1,Nylon Carrying Bag,Nylon Carrying Bag,1,
Impact,N,1166161,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1166163,1,Nylon Carrying Bag,Nylon Carrying Bag,1,
Impact,N,1166163,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1166164,1,Nylon Carrying Bag,Nylon Carrying Bag,1,
Impact,N,1166164,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1166166,1,Nylon Carrying Bag,Nylon Carrying Bag,1,
Impact,N,1166166,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1166167,1,Nylon Carrying Bag,Nylon Carrying Bag,1,
Impact,N,1166167,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1166169,1,Nylon Carrying Bag,Nylon Carrying Bag,1,
Impact,N,1166169,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1166170,1,Nylon Carrying Bag,Nylon Carrying Bag,1,
Impact,N,1166170,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1168915,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1176830,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1176831,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1176833,1,Colored Gels,Colored Gels,4,
Impact,N,1176833,2,Carry Pouch,Carry Pouch,1,
Impact,N,1176833,3,User Manual,User Manual,1,
Impact,N,1176833,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1191253,1,VC-500WL 500Ws Digital Monolight,VC-500WL 500Ws Digital Monolight,2,
Impact,N,1191253,2,Air-Cushioned Kit Light Stands with Removable Studs (9.4'),Air-Cushioned Kit Light Stands with Removable Studs (9.4'),2,
Impact,N,1191253,3,White Reflective Umbrella with Permanent Black Backing,White Reflective Umbrella with Permanent Black Backing,2,
Impact,N,1191253,4,VC-500WLXMT Wireless 2.4 GHz Transmitter for VC-500WL Monolight,VC-500WLXMT Wireless 2.4 GHz Transmitter for VC-500WL Monolight,1,1046818
Impact,N,1191253,5,"Softbox with Speedring (24 x 36"")","Softbox with Speedring (24 x 36"")",1,
Impact,N,1191253,6,Wheeled Kit Case,Wheeled Kit Case,1,
Impact,N,1191253,7,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197788,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197789,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197791,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197792,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197793,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197794,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197795,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197796,1,Lithium-Ion Battery for Venture TTL 600,Lithium-Ion Battery for Venture TTL 600,1,1197797
Impact,N,1197796,2,Venture Quick Charger for TTL-600,Venture Quick Charger for TTL-600,1,1197798
Impact,N,1197796,3,Reflector,Reflector,1,
Impact,N,1197796,4,Pistol Grip,Pistol Grip,1,
Impact,N,1197796,5,Stand Mount,Stand Mount,1,
Impact,N,1197796,6,PC Cord,PC Cord,1,
Impact,N,1197796,7,Aluminum Case,Aluminum Case,1,
Impact,N,1197796,8,Nylon Case Strap,Nylon Case Strap,1,
Impact,N,1197796,9,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197797,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1197800,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1200305,1,Fluorescent Lamps,Fluorescent Lamps,3,
Impact,N,1200305,2,Fabric Diffuser,Fabric Diffuser,1,
Impact,N,1200305,3,Power Cable,Power Cable,1,
Impact,N,1200305,4,Small Camera Bracket,Small Camera Bracket,1,
Impact,N,1200305,5,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1200688,1,"Impact Ring Light (19"")","Impact Ring Light (19"")",1,
Impact,N,1200688,2,Replacement Lamp for FRC-RLSL Ring Light,Replacement Lamp for FRC-RLSL Ring Light,1,1202090
Impact,N,1200688,3,Clip-On Diffusion Panels,Clip-On Diffusion Panels,4,
Impact,N,1200688,4,Tungsten Conversion Panels,Tungsten Conversion Panels,4,
Impact,N,1200688,5,Mini Ball Head Mount,Mini Ball Head Mount,1,
Impact,N,1200688,6,Cold Shoe Extension / Smartphone Cradle,Cold Shoe Extension / Smartphone Cradle,1,
Impact,N,1200688,7,Mirror Attachment,Mirror Attachment,1,
Impact,N,1200688,8,"FRC-RL19CASE Padded Carrying Case for LED or Fluorescent Ring Lights up to 19"" (Black)","FRC-RL19CASE Padded Carrying Case for LED or Fluorescent Ring Lights up to 19"" (Black)",1,1201391
Impact,N,1200688,9,User Manual,User Manual,1,
Impact,N,1200688,10,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1201391,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1214587,1,Rolls Black Gaffer Tape,Rolls Black Gaffer Tape,2,
Impact,N,1214587,2,Roll White Gaffer Tape,Roll White Gaffer Tape,1,
Impact,N,1214587,3,Roll Gray Gaffer Tape,Roll Gray Gaffer Tape,1,
Impact,N,1214588,1,Rolls Black Gaffer Tape,Rolls Black Gaffer Tape,4,
Impact,N,1214599,1,"Neon Green Gaffer Tape (1"" x 8 yd)","Neon Green Gaffer Tape (1"" x 8 yd)",1,
Impact,N,1214599,2,"Neon Pink Gaffer Tape (1"" x 8 yd)","Neon Pink Gaffer Tape (1"" x 8 yd)",1,
Impact,N,1214599,3,"Neon Yellow Gaffer Tape (1"" x 8 yd)","Neon Yellow Gaffer Tape (1"" x 8 yd)",1,
Impact,N,1214599,4,"Neon Orange Gaffer Tape (1"" x 8 yd)","Neon Orange Gaffer Tape (1"" x 8 yd)",1,
Impact,N,1214600,1,"Neon Green Spike Tape (0.5"" x 20 yd)","Neon Green Spike Tape (0.5"" x 20 yd)",1,
Impact,N,1214600,2,"Neon Pink Spike Tape (0.5"" x 20 yd)","Neon Pink Spike Tape (0.5"" x 20 yd)",1,
Impact,N,1214600,3,"Neon Yellow Spike Tape (0.5"" x 20 yd)","Neon Yellow Spike Tape (0.5"" x 20 yd)",1,
Impact,N,1214600,4,"Neon Orange Spike Tape (0.5"" x 20 yd)","Neon Orange Spike Tape (0.5"" x 20 yd)",1,
Impact,N,1220973,1,"5/8"" Spigot with 1/4""-20 and 3/8""-16 Male Threads","5/8"" Spigot with 1/4""-20 and 3/8""-16 Male Threads",1,
Impact,N,1220973,2,Removable Cable Clamp,Removable Cable Clamp,1,
Impact,N,1220973,3,Allen Key,Allen Key,1,
Impact,N,1220973,4,Mounting Screws and Anchors,Mounting Screws and Anchors,1,
Impact,N,1220973,5,Mounting Instructions,Mounting Instructions,1,
Impact,N,1220973,6,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233593,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233594,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233595,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233759,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233760,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233761,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233762,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233763,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1233764,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1235356,1,User Manual,User Manual,1,
Impact,N,1235356,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1238253,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1238816,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1239094,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1241011,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1241015,1,Internal Padded Dividers,Internal Padded Dividers,3,
Impact,N,1241015,2,Padded Lid Panel,Padded Lid Panel,1,
Impact,N,1241015,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1241016,1,Internal Padded Dividers,Internal Padded Dividers,4,
Impact,N,1241016,2,Padded Lid Panel,Padded Lid Panel,1,
Impact,N,1241016,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1241017,1,VC-500WLN Digital Monolights,VC-500WLN Digital Monolights,3,
Impact,N,1241017,2,Reflectors,Reflectors,3,
Impact,N,1241017,3,Flashtubes,Flashtubes,3,
Impact,N,1241017,4,Modeling Lights,Modeling Lights,3,
Impact,N,1241017,5,AC Power Cords,AC Power Cords,3,
Impact,N,1241017,6,Air-Cushioned Kit Light Stands,Air-Cushioned Kit Light Stands,3,
Impact,N,1241017,7,White Reflective Umbrella with Permanent Black Backing,White Reflective Umbrella with Permanent Black Backing,3,
Impact,N,1241017,8,VC-500WLXMT Wireless 2.4 GHz Transmitter for VC-500WL Monolight,VC-500WLXMT Wireless 2.4 GHz Transmitter for VC-500WL Monolight,1,1046818
Impact,N,1241017,9,"Softbox with Speedring (24 x 36"")","Softbox with Speedring (24 x 36"")",1,
Impact,N,1241017,10,Mono to PC Sync Cords,Mono to PC Sync Cords,3,
Impact,N,1241017,11,Wheeled Kit Case,Wheeled Kit Case,1,
Impact,N,1241017,12,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1258466,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1259032,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1259249,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1273390,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1273391,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274713,1,Storage/Carry Case,Storage/Carry Case,1,
Impact,N,1274713,2,Limited 12-Year Warranty,Limited 12-Year Warranty,1,
Impact,N,1274728,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274728,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274729,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274729,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274730,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274730,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274731,1,Storage/Carry Bag,Storage/Carry Bag,1,
Impact,N,1274731,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274732,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274732,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274733,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274733,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274734,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274734,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274735,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274735,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274736,1,Storage/Carry Bag,Storage/Carry Bag,1,
Impact,N,1274736,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274737,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274737,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274744,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274744,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274760,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274760,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274761,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274761,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274762,1,Storage/Carry Bag,Storage/Carry Bag,1,
Impact,N,1274762,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274763,1,Carry/Storage Case,Carry/Storage Case,1,
Impact,N,1274763,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274797,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1274798,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1275459,1,Storage/Carry Case,Storage/Carry Case,1,
Impact,N,1275459,2,Limited 12-Year Warranty,Limited 12-Year Warranty,1,
Impact,N,1292979,1,Varidrive Inserts,Varidrive Inserts,2,
Impact,N,1292979,2,Chain,Chain,1,
Impact,N,1292979,3,Weight,Weight,1,
Impact,N,1292979,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,1305521,1,"Female 3/8""-16 to 5/8"" Stud Adapter","Female 3/8""-16 to 5/8"" Stud Adapter",1,
Impact,N,1305521,2,"Male 1/4""-20 to 5/8"" Stud Adapter","Male 1/4""-20 to 5/8"" Stud Adapter",1,
Impact,N,1305521,3,Cold Shoe,Cold Shoe,1,
Impact,N,1305521,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,909857,1,"1/4"" Adapter","1/4"" Adapter",1,
Polsen,N,909857,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,944398,1,"3.5mm to 1/4"" Adapter","3.5mm to 1/4"" Adapter",1,
Polsen,N,944398,2,Tie Clip,Tie Clip,1,
Polsen,N,944398,3,Foam Windscreen,Foam Windscreen,1,
Polsen,N,944398,4,LR44 Battery,LR44 Battery,1,
Polsen,N,944398,5,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,966031,1,ULW-16-HHT Handheld Transmitter for ULW-16 Wireless System,ULW-16-HHT Handheld Transmitter for ULW-16 Wireless System,1,1051641
Polsen,N,966031,2,Camera-Mountable Receiver,Camera-Mountable Receiver,1,
Polsen,N,966031,3,"1/8"" (3.5 mm) to XLR Cable","1/8"" (3.5 mm) to XLR Cable",1,
Polsen,N,966031,4,"1/8"" (3.5 mm) to 1/8"" (3.5 mm) Cable","1/8"" (3.5 mm) to 1/8"" (3.5 mm) Cable",1,
Polsen,N,966031,5,AA Batteries,AA Batteries,4,
Polsen,N,966031,6,Shoe-Mount Adapter,Shoe-Mount Adapter,1,
Polsen,N,966031,7,Protective Carrying Case,Protective Carrying Case,1,
Polsen,N,966031,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,981225,1,"5/8"" Adapter","5/8"" Adapter",1,
Polsen,N,981225,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,983763,1,Tie Clip,Tie Clip,1,
Polsen,N,983763,2,Foam Windscreen,Foam Windscreen,1,
Polsen,N,983763,3,Pouch,Pouch,1,
Polsen,N,983763,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,984649,1,Foam Windscreen,Foam Windscreen,1,
Polsen,N,984649,2,"Microphone Clip with 5/8"" Thread and 3/8"" Reducer Bushing","Microphone Clip with 5/8"" Thread and 3/8"" Reducer Bushing",1,
Polsen,N,984649,3,Drawstring Pouch,Drawstring Pouch,1,
Polsen,N,984649,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,984901,1,Shoe-Mount Microphone Clip,Shoe-Mount Microphone Clip,1,
Polsen,N,984901,2,Boom-Pole Microphone Clip,Boom-Pole Microphone Clip,1,
Polsen,N,984901,3,Foam Windscreen,Foam Windscreen,1,
Polsen,N,984901,4,AA Battery,AA Battery,1,
Polsen,N,984901,5,Limited Lifetime Warranty,Limited Lifetime Warranty,1,
Polsen,N,999978,1,PL-2WC Cardioid Microphone,PL-2WC Cardioid Microphone,1,
Polsen,N,999978,2,Transmitter (Batteries Not Included),Transmitter (Batteries Not Included),1,
Polsen,N,999978,3,Receiver (Batteries Not Included),Receiver (Batteries Not Included),1,
Polsen,N,999978,4,"1/8"" (3.5 mm) to 1/8"" (3.5 mm) Cable","1/8"" (3.5 mm) to 1/8"" (3.5 mm) Cable",1,
Polsen,N,999978,5,Removable Antenna,Removable Antenna,1,
Polsen,N,999978,6,Shoe-Mount Adapter,Shoe-Mount Adapter,1,
Polsen,N,999978,7,Belt Clip,Belt Clip,1,
Polsen,N,999978,8,Earphone,Earphone,1,
Polsen,N,999978,9,Foam Windscreen and Clip,Foam Windscreen and Clip,1,
Polsen,N,999978,10,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,999979,1,PL-2W Omnidirectional Microphone,PL-2W Omnidirectional Microphone,1,
Polsen,N,999979,2,Transmitter (Batteries Not Included),Transmitter (Batteries Not Included),1,
Polsen,N,999979,3,Receiver (Batteries Not Included),Receiver (Batteries Not Included),1,
Polsen,N,999979,4,"1/8"" (3.5mm) to 1/8"" (3.5mm) Cable","1/8"" (3.5mm) to 1/8"" (3.5mm) Cable",1,
Polsen,N,999979,5,Removable Antenna,Removable Antenna,1,
Polsen,N,999979,6,Shoe Mount Adapter,Shoe Mount Adapter,1,
Polsen,N,999979,7,Belt Clip,Belt Clip,1,
Polsen,N,999979,8,Earphone,Earphone,1,
Polsen,N,999979,9,Foam Windscreen and Clip,Foam Windscreen and Clip,1,
Polsen,N,999979,10,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,999980,1,PL-2WC Cardioid Microphone,PL-2WC Cardioid Microphone,1,
Polsen,N,999980,2,Transmitter (Batteries Not Included),Transmitter (Batteries Not Included),1,
Polsen,N,999980,3,Receiver (Batteries Not Included),Receiver (Batteries Not Included),1,
Polsen,N,999980,4,"1/8"" (3.5 mm) to 1/8"" (3.5 mm) Cable","1/8"" (3.5 mm) to 1/8"" (3.5 mm) Cable",1,
Polsen,N,999980,5,Removable Antenna,Removable Antenna,1,
Polsen,N,999980,6,Shoe-Mount Adapter,Shoe-Mount Adapter,1,
Polsen,N,999980,7,Belt Clip,Belt Clip,1,
Polsen,N,999980,8,Earphone,Earphone,1,
Polsen,N,999980,9,Foam Windscreen and Clip,Foam Windscreen and Clip,1,
Polsen,N,999980,10,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,999981,1,PL-2W Omnidirectional Microphone,PL-2W Omnidirectional Microphone,1,
Polsen,N,999981,2,Transmitter (Batteries Not Included),Transmitter (Batteries Not Included),1,
Polsen,N,999981,3,Receiver (Batteries Not Included),Receiver (Batteries Not Included),1,
Polsen,N,999981,4,"1/8"" (3.5mm) to 1/8"" (3.5mm) Cable","1/8"" (3.5mm) to 1/8"" (3.5mm) Cable",1,
Polsen,N,999981,5,Removable Antenna,Removable Antenna,1,
Polsen,N,999981,6,Shoe Mount Adapter,Shoe Mount Adapter,1,
Polsen,N,999981,7,Belt Clip,Belt Clip,1,
Polsen,N,999981,8,Earphone,Earphone,1,
Polsen,N,999981,9,Foam Windscreen and Clip,Foam Windscreen and Clip,1,
Polsen,N,999981,10,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,999982,1,PL-2WC Cardioid Microphone,PL-2WC Cardioid Microphone,1,
Polsen,N,999982,2,Transmitter (Batteries Not Included),Transmitter (Batteries Not Included),1,
Polsen,N,999982,3,Receiver (Batteries Not Included),Receiver (Batteries Not Included),1,
Polsen,N,999982,4,"1/8"" (3.5 mm) to 1/8"" (3.5 mm) Cable","1/8"" (3.5 mm) to 1/8"" (3.5 mm) Cable",1,
Polsen,N,999982,5,Removable Antenna,Removable Antenna,1,
Polsen,N,999982,6,Shoe-Mount Adapter,Shoe-Mount Adapter,1,
Polsen,N,999982,7,Belt Clip,Belt Clip,1,
Polsen,N,999982,8,Earphone,Earphone,1,
Polsen,N,999982,9,Foam Windscreen and Clip,Foam Windscreen and Clip,1,
Polsen,N,999982,10,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,999983,1,PL-2W Omnidirectional Microphone,PL-2W Omnidirectional Microphone,1,
Polsen,N,999983,2,Transmitter (Batteries Not Included),Transmitter (Batteries Not Included),1,
Polsen,N,999983,3,Receiver (Batteries Not Included),Receiver (Batteries Not Included),1,
Polsen,N,999983,4,"1/8"" (3.5mm) to 1/8"" (3.5mm) Cable","1/8"" (3.5mm) to 1/8"" (3.5mm) Cable",1,
Polsen,N,999983,5,Removable Antenna,Removable Antenna,1,
Polsen,N,999983,6,Shoe Mount Adapter,Shoe Mount Adapter,1,
Polsen,N,999983,7,Belt Clip,Belt Clip,1,
Polsen,N,999983,8,Earphone,Earphone,1,
Polsen,N,999983,9,Foam Windscreen and Clip,Foam Windscreen and Clip,1,
Polsen,N,999983,10,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,999984,1,PL-2W Omnidirectional Microphone,PL-2W Omnidirectional Microphone,1,
Polsen,N,999984,2,Transmitter (Batteries Not Included),Transmitter (Batteries Not Included),1,
Polsen,N,999984,3,Receiver (Batteries Not Included),Receiver (Batteries Not Included),1,
Polsen,N,999984,4,"1/8"" (3.5mm) to 1/8"" (3.5mm) Cable","1/8"" (3.5mm) to 1/8"" (3.5mm) Cable",1,
Polsen,N,999984,5,Removable Antenna,Removable Antenna,1,
Polsen,N,999984,6,Shoe Mount Adapter,Shoe Mount Adapter,1,
Polsen,N,999984,7,Belt Clip,Belt Clip,1,
Polsen,N,999984,8,Earphone,Earphone,1,
Polsen,N,999984,9,Foam Windscreen and Clip,Foam Windscreen and Clip,1,
Polsen,N,999984,10,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1005684,1,Tie Clip,Tie Clip,1,
Polsen,N,1005684,2,Windscreen,Windscreen,1,
Polsen,N,1005684,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1005685,1,Tie Clip,Tie Clip,1,
Polsen,N,1005685,2,Windscreen,Windscreen,1,
Polsen,N,1005685,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1012514,1,Power Cord/Adapter (120V),Power Cord/Adapter (120V),1,
Polsen,N,1012514,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1018809,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1018810,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1018813,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1018814,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1019549,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1019550,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1019551,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1020697,1,Stereo Mini Male to Stereo Mini Male Cable,Stereo Mini Male to Stereo Mini Male Cable,1,
Polsen,N,1020697,2,"1/8"" (3.5 mm) Stereo Mini to 1/4"" (6.3 mm) TRS Stereo Adapter","1/8"" (3.5 mm) Stereo Mini to 1/4"" (6.3 mm) TRS Stereo Adapter",4,
Polsen,N,1020697,3,DC 12 V/150 mA Power Supply,DC 12 V/150 mA Power Supply,1,
Polsen,N,1020697,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1020698,1,"1/8"" (3.5 mm) to 1/4"" (6.3 mm) Adapters","1/8"" (3.5 mm) to 1/4"" (6.3 mm) Adapters",4,
Polsen,N,1020698,2,5' (1.5 m) Stereo Mini Male to Stereo Mini Male Cable,5' (1.5 m) Stereo Mini Male to Stereo Mini Male Cable,1,
Polsen,N,1020698,3,DC 12 V/150 mA Power Supply,DC 12 V/150 mA Power Supply,1,
Polsen,N,1020698,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1024161,1,Foam Windscreen,Foam Windscreen,1,
Polsen,N,1024161,2,Simulated Fur Wind Cover,Simulated Fur Wind Cover,1,
Polsen,N,1024161,3,Carry Pouch,Carry Pouch,1,
Polsen,N,1024161,4,Limited 1-Year Limited Warranty,Limited 1-Year Limited Warranty,1,
Polsen,N,1024938,1,Tie Clip,Tie Clip,1,
Polsen,N,1024938,2,Windscreen,Windscreen,1,
Polsen,N,1024938,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1024939,1,Tie Clip,Tie Clip,1,
Polsen,N,1024939,2,Windscreen,Windscreen,1,
Polsen,N,1024939,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1024940,1,Tie Clip,Tie Clip,1,
Polsen,N,1024940,2,Windscreen,Windscreen,1,
Polsen,N,1024940,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1025888,1,Tie Clips,Tie Clips,2,
Polsen,N,1025888,2,Foam Windscreens,Foam Windscreens,2,
Polsen,N,1025888,3,LR44 Battery,LR44 Battery,1,
Polsen,N,1025888,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1026759,1,Shoulder Strap,Shoulder Strap,1,
Polsen,N,1026759,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1046474,1,Mic Clip,Mic Clip,1,
Polsen,N,1046474,2,Desktop Mic Stand,Desktop Mic Stand,1,
Polsen,N,1046474,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1048024,1,Foam Windscreen,Foam Windscreen,1,
Polsen,N,1048024,2,AA Battery,AA Battery,1,
Polsen,N,1048024,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1051484,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1051641,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1128658,1,Microphone Clip,Microphone Clip,1,
Polsen,N,1128658,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1128659,1,Microphone Clips,Microphone Clips,2,
Polsen,N,1128659,2,Carrying Case,Carrying Case,1,
Polsen,N,1128659,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1142054,1,USB Cable,USB Cable,1,
Polsen,N,1142054,2,1-Year Limited Warranty,1-Year Limited Warranty,1,
Polsen,N,1151225,1,Shotgun Microphone,Shotgun Microphone,1,
Polsen,N,1151225,2,Stereo Microphone,Stereo Microphone,1,
Polsen,N,1151225,3,Windscreens,Windscreens,2,
Polsen,N,1151225,4,Adjustable Mounting Bracket,Adjustable Mounting Bracket,1,
Polsen,N,1151225,5,Long Thumbscrew,Long Thumbscrew,1,
Polsen,N,1151225,6,Short Thumbscrew,Short Thumbscrew,1,
Polsen,N,1151225,7,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Polsen,N,1178753,1,"1/4"" Adapter","1/4"" Adapter",1,
Polsen,N,1178753,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
