BRAND,DNLA,SKU_NO,SEQNUM,INCLUDES,INCLUDES_RAW,INCLUDED_QTY,LINK_SKU
Impact,N,857317,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,859506,1,1 Year Manufacturer's Warranty,1 Year Manufacturer's Warranty,1,
Impact,N,859509,1,1 Year Manufacturer's Warranty,1 Year Manufacturer's Warranty,1,
Impact,N,860776,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,860779,1,Safety Cable,Safety Cable,1,
Impact,N,860779,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,860780,1,"Double 5/8"" Pin","Double 5/8"" Pin",1,
Impact,N,860780,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,860782,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,860783,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,860789,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,860794,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,860795,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,860797,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,866281,1,Carrying Case,Carrying Case,1,
Impact,N,866281,2,1 Year Manufacturer's Warranty,1 Year Manufacturer's Warranty,1,
Impact,N,866282,1,Carrying Case with Strap,Carrying Case with Strap,1,
Impact,N,866282,2,1 Year Manufacturer's Warranty,1 Year Manufacturer's Warranty,1,
Impact,N,866283,1,Carrying Case with Strap,Carrying Case with Strap,1,
Impact,N,866283,2,1 Year Manufacturer's Warranty,1 Year Manufacturer's Warranty,1,
Impact,N,868479,1,Sync Cord (11'),Sync Cord (11'),1,
Impact,N,868479,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,869605,1,Allen Wrench,Allen Wrench,2,
Impact,N,869605,2,User Manual,User Manual,1,
Impact,N,869605,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,869608,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,870762,1,Allen Screw,Allen Screw,1,
Impact,N,870762,2,1 Year Manufacturer's Warranty,1 Year Manufacturer's Warranty,1,
Impact,N,870765,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,870769,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,872174,1,Softbox,Softbox,1,
Impact,N,872174,2,Front Diffuser,Front Diffuser,1,
Impact,N,872174,3,Internal Baffle,Internal Baffle,1,
Impact,N,872174,4,Carrying Case,Carrying Case,1,
Impact,N,872174,5,User Manual,User Manual,1,
Impact,N,872174,6,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,874959,1,Beauty Dish Reflector,Beauty Dish Reflector,1,
Impact,N,874959,2,"Interior Reflector Discs (Silver, Soft Silver & Soft Gold)","Interior Reflector Discs (Silver, Soft Silver & Soft Gold)",3,
Impact,N,874959,3,Attachment Spacers,Attachment Spacers,4,
Impact,N,874959,4,Instruction Guide,Instruction Guide,1,
Impact,N,874959,5,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,874960,1,10 Degree Grid,10 Degree Grid,1,
Impact,N,874960,2,20 Degree Grid,20 Degree Grid,1,
Impact,N,874960,3,Attachment Spacers,Attachment Spacers,4,
Impact,N,874960,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,874961,1,Attachment Spacers for Speedlights,Attachment Spacers for Speedlights,4,
Impact,N,874961,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,874962,1,Rubber Attachment Spacers,Rubber Attachment Spacers,4,
Impact,N,874962,2,Touch Fastener Strip,Touch Fastener Strip,1,
Impact,N,874962,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,876520,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,876523,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,876525,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,876534,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,877779,1,Fabric Shell,Fabric Shell,1,
Impact,N,877779,2,Flex Rod,Flex Rod,4,
Impact,N,877779,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,877779,4,Front Diffuser,Front Diffuser,1,
Impact,N,877779,5,Internal Baffle,Internal Baffle,1,
Impact,N,877779,6,Carrying Case,Carrying Case,1,
Impact,N,877779,7,User Manual,User Manual,1,
Impact,N,877779,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,878203,1,Sync Cord (11'),Sync Cord (11'),1,
Impact,N,878203,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,882118,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,882121,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,883457,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,883458,1,Mounting Hardware,Mounting Hardware,1,
Impact,N,883458,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884015,1,Storage Bag,Storage Bag,1,
Impact,N,884015,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884016,1,Storage Bag,Storage Bag,1,
Impact,N,884016,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884395,1,Fabric Shell,Fabric Shell,1,
Impact,N,884395,2,Flex Rod,Flex Rod,4,
Impact,N,884395,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884395,4,Front Diffuser,Front Diffuser,1,
Impact,N,884395,5,Internal Baffle,Internal Baffle,1,
Impact,N,884395,6,Carrying Case,Carrying Case,1,
Impact,N,884395,7,User Manual,User Manual,1,
Impact,N,884395,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884396,1,Fabric Shell,Fabric Shell,1,
Impact,N,884396,2,Flex Rod,Flex Rod,4,
Impact,N,884396,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884396,4,Front Diffuser,Front Diffuser,1,
Impact,N,884396,5,Internal Baffle,Internal Baffle,1,
Impact,N,884396,6,Carrying Case,Carrying Case,1,
Impact,N,884396,7,User Manual,User Manual,1,
Impact,N,884396,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884397,1,Fabric Shell,Fabric Shell,1,
Impact,N,884397,2,Heavy Duty Flex Rod,Heavy Duty Flex Rod,4,
Impact,N,884397,3,Spare Heavy Duty Flex Rod,Spare Heavy Duty Flex Rod,1,
Impact,N,884397,4,Front Diffuser,Front Diffuser,1,
Impact,N,884397,5,Internal Baffle,Internal Baffle,1,
Impact,N,884397,6,Carrying Case,Carrying Case,1,
Impact,N,884397,7,User Manual,User Manual,1,
Impact,N,884397,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884422,1,Fabric Shell,Fabric Shell,1,
Impact,N,884422,2,Flex Rod,Flex Rod,4,
Impact,N,884422,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884422,4,Front Diffuser,Front Diffuser,1,
Impact,N,884422,5,Internal Baffle,Internal Baffle,1,
Impact,N,884422,6,Carrying Case,Carrying Case,1,
Impact,N,884422,7,User Manual,User Manual,1,
Impact,N,884422,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884423,1,Fabric Shell,Fabric Shell,1,
Impact,N,884423,2,Heavy Duty Flex Rod,Heavy Duty Flex Rod,4,
Impact,N,884423,3,Spare Heavy Duty Flex Rod,Spare Heavy Duty Flex Rod,1,
Impact,N,884423,4,Front Diffuser,Front Diffuser,1,
Impact,N,884423,5,Internal Baffle,Internal Baffle,1,
Impact,N,884423,6,Carrying Case,Carrying Case,1,
Impact,N,884423,7,User Manual,User Manual,1,
Impact,N,884423,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884424,1,Fabric Shell,Fabric Shell,1,
Impact,N,884424,2,Heavy Duty Flex Rod,Heavy Duty Flex Rod,4,
Impact,N,884424,3,Spare Heavy Duty Flex Rod,Spare Heavy Duty Flex Rod,1,
Impact,N,884424,4,Front Diffuser,Front Diffuser,1,
Impact,N,884424,5,Internal Baffle,Internal Baffle,1,
Impact,N,884424,6,Carrying Case,Carrying Case,1,
Impact,N,884424,7,User Manual,User Manual,1,
Impact,N,884424,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884425,1,Fabric Shell,Fabric Shell,1,
Impact,N,884425,2,Heavy Duty Flex Rod,Heavy Duty Flex Rod,4,
Impact,N,884425,3,Spare Heavy Duty Flex Rod,Spare Heavy Duty Flex Rod,1,
Impact,N,884425,4,Internal Baffle,Internal Baffle,1,
Impact,N,884425,5,Front Diffuser,Front Diffuser,1,
Impact,N,884425,6,Carrying Case,Carrying Case,1,
Impact,N,884425,7,User Manual,User Manual,1,
Impact,N,884425,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884426,1,Fabric Shell,Fabric Shell,1,
Impact,N,884426,2,Flex Rod,Flex Rod,4,
Impact,N,884426,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884426,4,Internal Baffle,Internal Baffle,1,
Impact,N,884426,5,Front Diffuser,Front Diffuser,1,
Impact,N,884426,6,Carrying Case,Carrying Case,1,
Impact,N,884426,7,User Manual,User Manual,1,
Impact,N,884426,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884429,1,Fabric Shell,Fabric Shell,1,
Impact,N,884429,2,Flex Rod,Flex Rod,4,
Impact,N,884429,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884429,4,Internal Baffle,Internal Baffle,1,
Impact,N,884429,5,Front Diffuser,Front Diffuser,1,
Impact,N,884429,6,Carrying Case,Carrying Case,1,
Impact,N,884429,7,User Manual,User Manual,1,
Impact,N,884429,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884431,1,Fabric Shell,Fabric Shell,1,
Impact,N,884431,2,Heavy Duty Flex Rod,Heavy Duty Flex Rod,4,
Impact,N,884431,3,Spare Heavy Duty Flex Rod,Spare Heavy Duty Flex Rod,1,
Impact,N,884431,4,Internal Baffle,Internal Baffle,1,
Impact,N,884431,5,Front Diffuser,Front Diffuser,1,
Impact,N,884431,6,Carrying Case,Carrying Case,1,
Impact,N,884431,7,User Manual,User Manual,1,
Impact,N,884431,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884433,1,Fabric Shell,Fabric Shell,1,
Impact,N,884433,2,Pre-Shaped Flex Rod,Pre-Shaped Flex Rod,4,
Impact,N,884433,3,Spare Pre-Shaped Flex Rod,Spare Pre-Shaped Flex Rod,1,
Impact,N,884433,4,Internal Baffle,Internal Baffle,1,
Impact,N,884433,5,Front Diffuser,Front Diffuser,1,
Impact,N,884433,6,Carrying Case,Carrying Case,1,
Impact,N,884433,7,User Manual,User Manual,1,
Impact,N,884433,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884437,1,Fabric Shell,Fabric Shell,1,
Impact,N,884437,2,Flex Rod,Flex Rod,4,
Impact,N,884437,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884437,4,Internal Baffle,Internal Baffle,1,
Impact,N,884437,5,Front Diffuser,Front Diffuser,1,
Impact,N,884437,6,Carrying Case,Carrying Case,1,
Impact,N,884437,7,User Manual,User Manual,1,
Impact,N,884437,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884439,1,Fabric Shell,Fabric Shell,1,
Impact,N,884439,2,Flex Rod,Flex Rod,4,
Impact,N,884439,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884439,4,Internal Baffle,Internal Baffle,1,
Impact,N,884439,5,Front Diffuser,Front Diffuser,1,
Impact,N,884439,6,Carrying Case,Carrying Case,1,
Impact,N,884439,7,User Manual,User Manual,1,
Impact,N,884439,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884441,1,Fabric Shell,Fabric Shell,1,
Impact,N,884441,2,Flex Rod,Flex Rod,4,
Impact,N,884441,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884441,4,Internal Baffle,Internal Baffle,1,
Impact,N,884441,5,Front Diffuser,Front Diffuser,1,
Impact,N,884441,6,Carrying Case,Carrying Case,1,
Impact,N,884441,7,User Manual,User Manual,1,
Impact,N,884441,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884448,1,Fabric Shell,Fabric Shell,1,
Impact,N,884448,2,Flex Rod,Flex Rod,4,
Impact,N,884448,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884448,4,Front Diffuser,Front Diffuser,1,
Impact,N,884448,5,Internal Baffle,Internal Baffle,1,
Impact,N,884448,6,Carrying Case,Carrying Case,1,
Impact,N,884448,7,User Manual,User Manual,1,
Impact,N,884448,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884449,1,Fabric Shell,Fabric Shell,1,
Impact,N,884449,2,Pre-Shaped Flex Rod,Pre-Shaped Flex Rod,4,
Impact,N,884449,3,Spare Pre-Shaped Flex Rod,Spare Pre-Shaped Flex Rod,1,
Impact,N,884449,4,Front Diffuser,Front Diffuser,1,
Impact,N,884449,5,Internal Baffle,Internal Baffle,1,
Impact,N,884449,6,Carrying Case,Carrying Case,1,
Impact,N,884449,7,User Manual,User Manual,1,
Impact,N,884449,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884450,1,Fabric Shell,Fabric Shell,1,
Impact,N,884450,2,Flex Rod,Flex Rod,4,
Impact,N,884450,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,884450,4,Front Diffuser,Front Diffuser,1,
Impact,N,884450,5,Internal Baffle,Internal Baffle,1,
Impact,N,884450,6,Carrying Case,Carrying Case,1,
Impact,N,884450,7,User Manual,User Manual,1,
Impact,N,884450,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884451,1,Fabric Shell,Fabric Shell,1,
Impact,N,884451,2,Heavy Duty Flex Rod,Heavy Duty Flex Rod,4,
Impact,N,884451,3,Spare Heavy Duty Flex Rod,Spare Heavy Duty Flex Rod,1,
Impact,N,884451,4,Front Diffuser,Front Diffuser,1,
Impact,N,884451,5,Internal Baffle,Internal Baffle,1,
Impact,N,884451,6,Carrying Case,Carrying Case,1,
Impact,N,884451,7,User Manual,User Manual,1,
Impact,N,884451,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884597,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884601,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884603,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884604,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884606,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884621,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,884627,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,887048,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,887347,1,"Standard Stud for Super Clamp with 1/4""-20 Male Threads","Standard Stud for Super Clamp with 1/4""-20 Male Threads",1,824361
Impact,N,887347,2,Furniture Wedge,Furniture Wedge,1,
Impact,N,887347,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,887734,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,887736,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,887742,1,Softbox Skin,Softbox Skin,1,
Impact,N,887742,2,Flex Rods,Flex Rods,4,
Impact,N,887742,3,Front Diffuser,Front Diffuser,1,
Impact,N,887742,4,Carry Bag,Carry Bag,1,
Impact,N,887742,5,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,887743,1,Softbox Skin,Softbox Skin,1,
Impact,N,887743,2,Flex Rods,Flex Rods,4,
Impact,N,887743,3,Front Diffuser,Front Diffuser,1,
Impact,N,887743,4,Carry Bag,Carry Bag,1,
Impact,N,887743,5,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,887751,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,888286,1,Flash Tube,Flash Tube,1,
Impact,N,888286,2,Power Cord,Power Cord,1,
Impact,N,888286,3,PC to Mini (3.5mm) Sync Cord,PC to Mini (3.5mm) Sync Cord,1,
Impact,N,888286,4,1-Year Limited Warranty,1-Year Limited Warranty,1,
Impact,N,888288,1,Barndoor Set,Barndoor Set,1,
Impact,N,888288,2,Filter Frame,Filter Frame,1,
Impact,N,888288,3,Set of 3 Colored Gels,Set of 3 Colored Gels,1,
Impact,N,888288,4,Diffusion Gel,Diffusion Gel,1,
Impact,N,888288,5,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,888289,1,Snoot,Snoot,1,
Impact,N,888289,2,Honeycomb Grid,Honeycomb Grid,1,
Impact,N,888289,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,888366,1,Four-way Barndoor Set,Four-way Barndoor Set,1,
Impact,N,888366,2,Safety Glass,Safety Glass,1,
Impact,N,888366,3,"JCD Lamp for Qualite 300 - 300W, 120V","JCD Lamp for Qualite 300 - 300W, 120V",1,576179
Impact,N,888366,4,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,888975,1,Flag Holder-Type Strap,Flag Holder-Type Strap,1,
Impact,N,888975,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,888976,1,Flag Holder-Type Strap,Flag Holder-Type Strap,1,
Impact,N,888976,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,888978,1,Softbox Shell,Softbox Shell,1,
Impact,N,888978,2,Internal Diffuser,Internal Diffuser,1,
Impact,N,888978,3,Front Diffuser,Front Diffuser,1,
Impact,N,888978,4,Carry Bag,Carry Bag,1,
Impact,N,888978,5,User Manual,User Manual,1,
Impact,N,888978,6,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,888979,1,Softbox Shell,Softbox Shell,1,
Impact,N,888979,2,Internal Diffuser,Internal Diffuser,1,
Impact,N,888979,3,Front Diffuser,Front Diffuser,1,
Impact,N,888979,4,Carry Bag,Carry Bag,1,
Impact,N,888979,5,User Manual,User Manual,1,
Impact,N,888979,6,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889685,1,Fabric Shell,Fabric Shell,1,
Impact,N,889685,2,Flex Rod,Flex Rod,8,
Impact,N,889685,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,889685,4,Internal Diffuser,Internal Diffuser,1,
Impact,N,889685,5,Front Diffuser,Front Diffuser,1,
Impact,N,889685,6,Carrying Case,Carrying Case,1,
Impact,N,889685,7,User Manual,User Manual,1,
Impact,N,889685,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889686,1,Fabric Shell,Fabric Shell,1,
Impact,N,889686,2,Heavy Duty Flex Rod,Heavy Duty Flex Rod,8,
Impact,N,889686,3,Spare Heavy Duty Flex Rod,Spare Heavy Duty Flex Rod,1,
Impact,N,889686,4,Internal Diffuser,Internal Diffuser,1,
Impact,N,889686,5,Front Diffuser,Front Diffuser,1,
Impact,N,889686,6,Carrying Case,Carrying Case,1,
Impact,N,889686,7,User Manual,User Manual,1,
Impact,N,889686,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889687,1,Fabric Shell,Fabric Shell,1,
Impact,N,889687,2,Heavy Duty Flex Rod,Heavy Duty Flex Rod,8,
Impact,N,889687,3,Spare Heavy Duty Flex Rod,Spare Heavy Duty Flex Rod,1,
Impact,N,889687,4,Internal Diffuser,Internal Diffuser,1,
Impact,N,889687,5,Front Diffuser,Front Diffuser,1,
Impact,N,889687,6,Carrying Case,Carrying Case,1,
Impact,N,889687,7,User Manual,User Manual,1,
Impact,N,889687,8,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889688,1,Fabric Shell,Fabric Shell,1,
Impact,N,889688,2,Flex Rods,Flex Rods,8,
Impact,N,889688,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,889688,4,Internal Baffle,Internal Baffle,1,
Impact,N,889688,5,Front Diffuser,Front Diffuser,1,
Impact,N,889688,6,Carrying Case,Carrying Case,1,
Impact,N,889688,7,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889689,1,Fabric Shell,Fabric Shell,1,
Impact,N,889689,2,Heavy Duty Flex Rods,Heavy Duty Flex Rods,8,
Impact,N,889689,3,Heavy Duty Spare Flex Rod,Heavy Duty Spare Flex Rod,1,
Impact,N,889689,4,Internal Baffle,Internal Baffle,1,
Impact,N,889689,5,Front Diffuser,Front Diffuser,1,
Impact,N,889689,6,Carrying Case,Carrying Case,1,
Impact,N,889689,7,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889690,1,Fabric Shell,Fabric Shell,1,
Impact,N,889690,2,Heavy Duty Flex Rods,Heavy Duty Flex Rods,8,
Impact,N,889690,3,Heavy Duty Spare Flex Rod,Heavy Duty Spare Flex Rod,1,
Impact,N,889690,4,Internal Baffle,Internal Baffle,1,
Impact,N,889690,5,Front Diffuser,Front Diffuser,1,
Impact,N,889690,6,Carrying Case,Carrying Case,1,
Impact,N,889690,7,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889708,1,Fabric Shell,Fabric Shell,1,
Impact,N,889708,2,Flex Rods,Flex Rods,8,
Impact,N,889708,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,889708,4,Internal Baffle,Internal Baffle,1,
Impact,N,889708,5,Front Diffuser,Front Diffuser,1,
Impact,N,889708,6,Carrying Case,Carrying Case,1,
Impact,N,889708,7,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889709,1,Fabric Shell,Fabric Shell,1,
Impact,N,889709,2,Flex Rods,Flex Rods,8,
Impact,N,889709,3,Spare Flex Rod,Spare Flex Rod,1,
Impact,N,889709,4,Internal Baffle,Internal Baffle,1,
Impact,N,889709,5,Front Diffuser,Front Diffuser,1,
Impact,N,889709,6,Carrying Case,Carrying Case,1,
Impact,N,889709,7,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889830,1,Mounting Bracket with Flex Rod Adapter,Mounting Bracket with Flex Rod Adapter,1,
Impact,N,889830,2,Reversible Gold/Silver Fabric,Reversible Gold/Silver Fabric,1,
Impact,N,889830,3,Reversible Black/White Fabric,Reversible Black/White Fabric,1,
Impact,N,889830,4,Flex Rods,Flex Rods,4,
Impact,N,889830,5,Carry Bag,Carry Bag,1,
Impact,N,889830,6,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,889832,1,Mounting Bracket with Flex Rod Adapter,Mounting Bracket with Flex Rod Adapter,1,
Impact,N,889832,2,Reversible Gold/Silver Fabric,Reversible Gold/Silver Fabric,1,
Impact,N,889832,3,Reversible Black/White Fabric,Reversible Black/White Fabric,1,
Impact,N,889832,4,Flex Rods,Flex Rods,4,
Impact,N,889832,5,Carry Bag,Carry Bag,1,
Impact,N,889832,6,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,890529,1,Softbox fabric shell,Softbox fabric shell,1,
Impact,N,890529,2,Flex Rods,Flex Rods,4,
Impact,N,890529,3,Front Diffuser,Front Diffuser,1,
Impact,N,890529,4,Carrying Case,Carrying Case,1,
Impact,N,890529,5,User Manual,User Manual,1,
Impact,N,890529,6,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,891649,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,891651,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,896190,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,896603,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,897022,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,898306,1,"Double Ended Spigot with 1/4""-20 and 3/8"" Male Threads","Double Ended Spigot with 1/4""-20 and 3/8"" Male Threads",1,824397
Impact,N,898306,2,Sandbag Counterweight (Empty),Sandbag Counterweight (Empty),1,
Impact,N,898306,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,900094,1,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,900768,1,"Small 3/8"" Female Threaded Adapter to 1/4""-20 Male Threaded Post","Small 3/8"" Female Threaded Adapter to 1/4""-20 Male Threaded Post",1,824417
Impact,N,900768,2,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,903538,1,One-Year Warranty,One-Year Warranty,1,
Impact,N,903539,1,One-Year Warranty,One-Year Warranty,1,
Impact,N,904228,1,Instruction Manual,Instruction Manual,1,
Impact,N,904228,2,Carrying Case,Carrying Case,1,
Impact,N,904228,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904229,1,Instruction Manual,Instruction Manual,1,
Impact,N,904229,2,Carrying Case,Carrying Case,1,
Impact,N,904229,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904231,1,Instruction Manual,Instruction Manual,1,
Impact,N,904231,2,Carrying Case,Carrying Case,1,
Impact,N,904231,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904234,1,Instruction Manual,Instruction Manual,1,
Impact,N,904234,2,Carrying Case,Carrying Case,1,
Impact,N,904234,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904235,1,Instruction Manual,Instruction Manual,1,
Impact,N,904235,2,Carrying Case,Carrying Case,1,
Impact,N,904235,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904236,1,Instruction Manual,Instruction Manual,1,
Impact,N,904236,2,Carrying Case,Carrying Case,1,
Impact,N,904236,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904238,1,Instruction Manual,Instruction Manual,1,
Impact,N,904238,2,Carrying Case,Carrying Case,1,
Impact,N,904238,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904239,1,Instruction Manual,Instruction Manual,1,
Impact,N,904239,2,Carrying Case,Carrying Case,1,
Impact,N,904239,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904240,1,Instruction Manual,Instruction Manual,1,
Impact,N,904240,2,Carrying Case,Carrying Case,1,
Impact,N,904240,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904242,1,Instruction Manual,Instruction Manual,1,
Impact,N,904242,2,Carrying Case,Carrying Case,1,
Impact,N,904242,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904243,1,Instruction Manual,Instruction Manual,1,
Impact,N,904243,2,Carrying Case,Carrying Case,1,
Impact,N,904243,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904244,1,Instruction Manual,Instruction Manual,1,
Impact,N,904244,2,Carrying Case,Carrying Case,1,
Impact,N,904244,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904245,1,Instruction Manual,Instruction Manual,1,
Impact,N,904245,2,Carrying Case,Carrying Case,1,
Impact,N,904245,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904247,1,Instruction Manual,Instruction Manual,1,
Impact,N,904247,2,Carrying Case,Carrying Case,1,
Impact,N,904247,3,Limited 1-Year Warranty,Limited 1-Year Warranty,1,
Impact,N,904248,1,Instruction Manual,Instruction Manual,1,
